ID Cliente;Nome Completo;CPF;E-mail;Estado;Data Nascimento;Telefone;Última Compra;Valor Compra;Status Cliente;registros_duplicados;email_valido;Telefone_valido;cpf_valido;data_nascimento_valida;ultima_compra_valida
388;Isabella Gomes;nan;alvespedro-miguel@gmail.com;SC;10/12/1965;nan;2025-07-01;3625,4;Ativo;False;True;False;False;True;True
389;Luiza Pires;40678231931;meloleandro@bol.com.br;MA;18/04/1997;(31) 6415-8265;2025-06-01;2579,2;Ativo;True;True;True;True;True;True
390;Davi Luiz Almeida;09831674278;davi@;GO;12/11/1987;(71) 2530-0445;2025-05-04;2132,56;Ativo;False;False;True;True;True;True
391;Diogo Da Mota;64895723119;yda-mota@nogueira.net;PB;06/05/1956;nan;2025-07-25;138,29;Bloqueado;False;False;False;True;True;True
392;Miguel Souza;nan;cauesouza@da.com;PI;01/12/1983;(71) 4339-3508;2025-01-23;1308,07;Inativo;False;False;True;False;True;True
393;João Guilherme Carvalho;81264037562;caiomonteiro@costela.com;PR;31/11/1985;(51) 7643-5637;2024-08-16;3734,84;Ativo;False;False;True;True;False;True
394;Esther Caldeira;nan;gabrielmartins@duarte.br;MG;24/11/1993;(11) 8954-3304;2025-02-25;3831,07;Inativo;False;False;True;False;True;True
395;Theo Oliveira;263917;ccosta@araujo.com;AL;15/04/1968;(71) 5343-1598;2025-01-05;4801,47;Ativo;False;False;True;False;True;True
396;Marina Dias;51628479094;daniloduarte@pires.br;CE;11/04/1992;nan;2025-05-07;724,04;Ativo;False;False;False;True;True;True
397;Arthur Almeida;27463859029;leticiapinto@ig.com.br;DF;18/06/1976;(61) 2485-3700;2025-04-10;2075,02;Bloqueado;False;True;True;True;True;True
398;Sarah Silveira;40562719849;pedro-miguel97@yahoo.com.br;PI;01/08/1959;(71) 0642-6074;2024-09-02;290,85;Bloqueado;False;True;True;True;True;True
399;Isis Monteiro;19046872378;stella00@santos.com;RN;25/11/1971;(11) 5540-2221;2025-05-25;658,51;Bloqueado;False;False;True;True;True;True
400;Cecília Caldeira;16572983021;renanteixeira@duarte.com;PR;26/01/1964;(51) 3885-8949;2024-09-04;778,93;Bloqueado;False;False;True;True;True;True
401;Ian Gomes;35267481017;sr.@;PE;15/06/1997;(71) 3486-7474;2024-09-07;4203,75;Ativo;False;False;True;True;True;True
402;Matheus Gomes;92786430178;goncalvesmanuela@gmail.com;ES;14/01/1955;nan;2024-10-10;428,23;Inativo;False;True;False;True;True;True
403;Leonardo Fogaça;03846712922;nascimentocaue@pinto.org;SE;08/10/2003;nan;2025-08-27;2545,75;Ativo;False;False;False;True;True;True
404;Lucas Silva;74259016334;luiz-gustavocaldeira@cardoso.org;MT;10/02/1987;(71) 1600-3824;2025-05-21;3276,46;Ativo;False;False;True;True;True;True
405;Ana Nunes;26175048911;igor78@ig.com.br;RS;27/06/1954;(71) 8619-3382;2024-09-20;2520,79;Bloqueado;False;True;True;True;True;True
406;Danilo Nunes;69258130740;kalves@aragao.br;AL;29/01/2005;(11) 2869-2976;2025-02-15;2837,75;Ativo;False;False;True;True;True;True
407;Kaique Da Cruz;58064173280;carvalhomurilo@bol.com.br;AC;16/05/1950;(31) 1139-6003;2025-09-01;1049,73;Inativo;False;True;True;True;True;True
408;André Rezende;04236751925;andré@;SE;11/08/1982;(21) 2891-2967;2025-03-24;1382,01;Bloqueado;False;False;True;True;True;True
409;Sophia Jesus;64971825002;aazevedo@martins.br;SC;22/05/2004;(81) 7058-8087;2025-03-20;1894,12;Ativo;False;False;True;True;True;True
410;Miguel Da Paz;52478091658;ysilva@pereira.br;RJ;22/08/1948;[INVÁLIDO] 09007860190;2024-09-28;844,72;Ativo;False;False;False;True;True;True
411;Luiz Otávio Nogueira;63702915877;fernandamoreira@gmail.com;RR;19/12/1970;[INVÁLIDO] 09009559725;2025-08-07;1664,52;Ativo;False;True;False;True;True;True
412;Mariane Pires;37159028414;sophie10@rocha.com;ES;14/10/1998;nan;2025-05-21;822,42;Bloqueado;False;False;False;True;True;True
413;Ian Mendes;78214390532;apires@aragao.br;AC;10/04/1953;(50) 0720-3910;2025-06-27;3195,36;Bloqueado;False;False;True;True;True;True
414;Letícia Oliveira;69208174549;lais24@da.net;TO;13/02/1973;[INVÁLIDO] 08008784790;2025-08-06;2065,62;Ativo;False;False;False;True;True;True
415;Valentina Barbosa;31548290750;mendesbenicio@ig.com.br;ES;10/09/1976;(61) 9417-9632;2025-06-02;2961,17;Ativo;False;True;True;True;True;True
416;Maria Sophia Freitas;648102;leonardo22@fernandes.br;SP;30/05/1945;nan;2025-01-13;2389,83;Bloqueado;False;False;False;False;True;True
417;Fernanda Alves;40827196520;santossophie@pinto.br;ES;18/08/1951;(21) 3797-4855;2025-01-16;25,98;Bloqueado;False;False;True;True;True;True
418;Stephany Nogueira;79430162896;stephany@;RO;22/05/1958;[INVÁLIDO] 09009035789;2025-02-25;1918,56;Bloqueado;False;False;False;True;True;True
419;Nicolas Melo;75019324680;maria-fernandacavalcanti@gmail.com;RR;25/03/1948;(71) 5301-4589;2025-03-17;437,41;Bloqueado;True;True;True;True;True;True
420;João Miguel Moura;87623049178;nicoleda-luz@dias.br;TO;18/05/2006;nan;2025-10-30;3279,64;Bloqueado;False;False;False;True;True;False
421;Alícia Fernandes;34625917034;hgomes@gmail.com;SC;09/08/1977;(84) 5365-3177;2025-03-08;3067,17;Bloqueado;False;True;True;True;True;True
422;Larissa Campos;67259108401;fcaldeira@yahoo.com.br;TO;16/10/1972;(71) 6075-7863;2024-12-21;2896,7;Bloqueado;False;True;True;True;True;True
423;Pedro Henrique Gonçalves;82907436538;francisco82@da.org;PR;21/10/2000;(61) 0452-1973;2025-07-14;2551,55;Inativo;False;False;True;True;True;True
424;Nicolas Jesus;51684729319;maria-cecilia37@ig.com.br;RJ;10/03/1976;(51) 7328-5327;2024-10-19;2368,91;Bloqueado;False;True;True;True;True;True
425;Stephany Ramos;nan;ymoraes@correia.com;DF;24/07/1950;(61) 9290-2128;2025-04-21;3077,55;Bloqueado;False;False;True;False;True;True
426;Helena Pereira;34861205905;elisarocha@araujo.org;RS;15/01/1984;nan;2025-05-27;4655,18;Bloqueado;False;False;False;True;True;True
427;Francisco Sales;nan;larissasantos@uol.com.br;SP;13/03/1971;(61) 2662-1354;2025-10-31;1211,5;Ativo;False;True;True;False;True;False
428;Laís Araújo;nan;moreirajoao-miguel@gmail.com;AM;21/04/1976;(51) 7809-8610;2025-03-09;96,53;Bloqueado;False;True;True;False;True;True
429;Melissa Rodrigues;nan;vitoriada-cunha@barbosa.br;AC;22/09/1972;(61) 2062-6625;2025-04-10;1397,01;Bloqueado;False;False;True;False;True;True
430;Thiago Barbosa;08539624729;thiago@;DF;27/03/1989;(61) 8457-0015;2025-07-02;1713,03;Ativo;False;False;True;True;True;True
431;Pietra Gonçalves;86207149530;ocunha@yahoo.com.br;AM;12/12/1978;(61) 8380-2500;2025-06-26;3854,44;Inativo;False;True;True;True;True;True
432;Vicente Azevedo;35049867193;qsilveira@gmail.com;RR;30/03/1999;nan;2024-10-30;4971,11;Bloqueado;False;True;False;True;True;True
433;Fernando Da Paz;78341590620;barbarasouza@gmail.com;RR;27/05/1996;(41) 8344-3814;2024-11-11;2006,67;Bloqueado;False;True;True;True;True;True
434;Giovanna Pinto;nan;silvagabriel@sales.net;SC;26/02/1966;(11) 5647-3516;2024-12-13;4736,65;Bloqueado;False;False;True;False;True;True
435;Vitor Gabriel Cavalcanti;51370286902;juan23@oliveira.com;RN;01/06/1997;(21) 5904-0560;2025-06-23;4184,95;Inativo;False;False;True;True;True;True
436;Samuel Pereira;13648950720;nviana@cavalcanti.br;MT;22/07/1963;(21) 3752-5818;2024-08-10;230,47;Inativo;False;False;True;True;True;True
437;Larissa Souza;03264518708;da-cunhaana-luiza@azevedo.br;DF;01/11/1946;(21) 6116-8785;2025-07-09;2565,45;Inativo;False;False;True;True;True;True
438;Leonardo Viana;86297315086;heloisacavalcanti@ig.com.br;AP;12/11/1997;(71) 5698-9161;2025-02-07;3437,97;Ativo;False;True;True;True;True;True
439;Bruno Farias;94715830205;nascimentoelisa@ig.com.br;TO;18/03/1987;(41) 9439-5955;2024-09-12;1820,78;Inativo;False;True;True;True;True;True
440;Ana Sophia Souza;37580629186;mourahenrique@oliveira.br;MA;15/03/1973;(21) 6002-3191;2025-05-15;3765,93;Inativo;False;False;True;True;True;True
441;Caroline Costela;39815704214;leticia54@da.br;DF;06/11/1987;nan;2024-12-19;1194,31;Inativo;False;False;False;True;True;True
442;Breno Nascimento;96584102351;maria-fernandasantos@lopes.net;PE;31/11/1985;(41) 7532-1647;2025-05-30;4468,49;Bloqueado;False;False;True;True;False;True
443;Ana Clara Martins;98253107404;qda-conceicao@hotmail.com;RN;30/12/1994;(81) 4727-4343;2024-10-05;318,98;Inativo;True;True;True;True;True;True
444;Fernando Correia;35724680947;ccosta@da.com;RN;12/11/1999;(41) 8593-7121;2025-04-27;118,78;Ativo;False;False;True;True;True;True
445;Pedro Miguel Freitas;52693478065;correiajuliana@gmail.com;CE;15/10/2005;(31) 1246-3680;2024-12-29;1638,95;Bloqueado;False;True;True;True;True;True
446;Ana Laura Pereira;97630581203;laissilveira@uol.com.br;PB;02/01/1966;nan;2025-01-02;4042,43;Inativo;False;True;False;True;True;True
447;Gustavo Lima;93852760429;qfarias@da.net;ES;12/09/1956;(61) 1935-1912;2024-08-20;3557,96;Bloqueado;False;False;True;True;True;True
448;Caroline Da Mata;28739654109;luna99@hotmail.com;PA;07/10/1946;[INVÁLIDO] 08008033091;2024-11-05;935,75;Ativo;False;True;False;True;True;True
449;Mariana Ferreira;06372154862;nascimentomaria-fernanda@yahoo.com.br;MS;14/06/1968;(41) 1655-8927;2024-12-26;4685,23;Inativo;False;True;True;True;True;True
450;Juliana Carvalho;nan;larissa14@araujo.net;PR;13/08/1967;(41) 9721-5560;2025-03-17;3281,07;Inativo;False;False;True;False;True;True
451;Ana Cardoso;37015892677;pedro-lucas55@ig.com.br;AP;05/02/1969;nan;2024-11-21;4304,64;Inativo;False;True;False;True;True;True
452;Bianca Da Luz;72841693031;luiza22@gmail.com;SC;27/11/1955;(84) 2843-2813;2025-02-09;2962,34;Inativo;False;True;True;True;True;True
453;Valentina Azevedo;38065721435;rnascimento@ferreira.com;RJ;09/12/1972;(81) 5923-8300;2025-01-13;4027,44;Inativo;False;False;True;True;True;True
454;Elisa Nunes;85409376200;elisa@;PE;08/04/1957;nan;2024-09-18;2684,79;Bloqueado;False;False;False;True;True;True
455;Bianca Nascimento;65248013933;bianca@;CE;15/06/1949;(71) 4817-9397;2025-08-17;1880,75;Inativo;False;False;True;True;True;True
456;Davi Lucca Nogueira;49065387110;vitoriarocha@uol.com.br;AC;15/09/1967;(21) 5282-4732;2024-12-01;3134,11;Bloqueado;False;True;True;True;True;True
457;Danilo Dias;31980642796;jaragao@bol.com.br;PE;13/01/1957;(84) 0851-1066;2025-04-12;4270,34;Ativo;False;True;True;True;True;True
458;Danilo Vieira;71508462380;azevedojuan@da.com;PR;08/02/1948;(81) 3625-0539;2025-07-07;4849,19;Ativo;False;False;True;True;True;True
459;Vitor Hugo Oliveira;12804593606;maysadas-neves@carvalho.com;AM;10/03/1963;(84) 0595-3948;2025-08-06;1722,73;Inativo;False;False;True;True;True;True
460;Vicente Nascimento;46179238022;kpinto@ig.com.br;AP;22/03/1973;(11) 2364-5990;2024-09-02;1347,19;Inativo;False;True;True;True;True;True
461;Rafael Almeida;19563428773;lorenzopires@cavalcanti.com;AM;07/03/2005;nan;2025-07-18;1259,83;Inativo;False;False;False;True;True;True
462;Laura Aragão;24187603913;pedro-miguel08@nascimento.com;RN;19/02/1987;(51) 0805-4541;2024-10-12;4806,85;Inativo;False;False;True;True;True;True
463;Otávio Fogaça;48016937250;wda-paz@gmail.com;AM;13/10/1945;(71) 9323-1603;2025-01-03;279,4;Bloqueado;False;True;True;True;True;True
464;Valentina Nascimento;68501947202;da-cunhanina@cunha.br;MA;04/09/1997;nan;2024-12-13;64,47;Ativo;False;False;False;True;True;True
465;Milena Sales;24358679137;yasmin39@sales.com;RO;24/03/1988;(71) 9102-8869;2025-03-20;1705,34;Bloqueado;False;False;True;True;True;True
466;Caio Aragão;95841207601;maria90@cunha.com;PE;21/07/1946;(81) 8661-0854;2025-08-05;3230,34;Inativo;False;False;True;True;True;True
467;Breno Araújo;62857403135;ana-clarapereira@cunha.com;RN;15/02/1953;(21) 6347-1958;2024-10-12;2198,75;Inativo;False;False;True;True;True;True
468;Bárbara Alves;74108956320;xmoura@bol.com.br;PE;02/07/2004;(84) 9679-0324;2025-04-04;4305,59;Ativo;False;True;True;True;True;True
469;Bruna Moreira;87243501680;calebecaldeira@yahoo.com.br;TO;31/11/1985;(21) 6987-3197;2025-06-27;943,96;Ativo;False;True;True;True;False;True
470;Emanuella Moraes;26479508149;leticialima@yahoo.com.br;RN;30/06/1998;(11) 8785-4179;2024-09-16;3422,46;Bloqueado;False;True;True;True;True;True
471;Samuel Nascimento;89601245758;tgoncalves@yahoo.com.br;PI;26/02/1973;nan;2025-05-26;909,62;Ativo;False;True;False;True;True;True
472;Ana Júlia Castro;26981753464;scardoso@nascimento.com;MT;09/06/1960;(11) 0623-8385;2024-11-30;1294,57;Inativo;False;False;True;True;True;True
473;Vitória Gomes;318877;caldeiraguilherme@jesus.com;PA;13/02/1948;(71) 0306-2178;2024-09-20;1817,41;Bloqueado;False;False;True;False;True;True
474;Ana Vitória Rocha;89045617366;ana-laura90@da.br;PR;23/05/1951;nan;2025-03-31;1533,44;Ativo;False;False;False;True;True;True
475;Eduarda Dias;nan;jribeiro@bol.com.br;PB;10/06/1988;(41) 6613-3694;2025-01-30;3134,12;Ativo;False;True;True;False;True;True
476;Eloah Da Conceição;17635092499;icavalcanti@cardoso.br;TO;07/05/1952;(41) 2700-5294;2025-01-11;538,43;Ativo;False;False;True;True;True;True
477;Emanuel Pinto;06794123878;ana-livia73@fogaca.br;AP;24/04/1964;(51) 5882-4036;2025-01-19;4984,31;Inativo;False;False;True;True;True;True
478;Sabrina Araújo;02468513924;da-cunhacarlos-eduardo@da.org;DF;21/07/1989;[INVÁLIDO] 03003766099;2024-09-15;3728,0;Inativo;False;False;False;True;True;True
479;Miguel Aragão;17208965420;ana-sophia34@lima.br;RR;12/08/1945;(71) 8451-5648;2024-09-13;1523,17;Inativo;False;False;True;True;True;True
480;Maria Cecília Da Cunha;40196253799;vfogaca@aragao.com;BA;09/10/1953;(51) 2608-0420;2025-05-24;2861,93;Bloqueado;False;False;True;True;True;True
481;Isaac Da Rosa;nan;oaraujo@goncalves.com;GO;14/04/1978;(84) 8766-5188;2024-11-21;4059,15;Ativo;False;False;True;False;True;True
482;Kevin Porto;60982317530;camilarodrigues@pereira.com;RN;30/12/1966;(51) 3941-3449;2025-05-18;3520,18;Ativo;False;False;True;True;True;True
483;Julia Almeida;15074283914;rpinto@gmail.com;MT;06/05/1946;(41) 0169-9832;2025-04-24;4089,37;Inativo;False;True;True;True;True;True
484;Fernanda Martins;78590142388;vianadaniela@yahoo.com.br;RO;24/11/1973;(51) 4288-6212;2024-08-29;289,56;Bloqueado;False;True;True;True;True;True
485;Theo Barros;89105467357;pjesus@uol.com.br;PE;20/07/1960;(31) 3212-3128;2025-04-08;2239,17;Bloqueado;False;True;True;True;True;True
486;Bárbara Cardoso;nan;meloana-vitoria@cardoso.com;MS;23/04/2006;(51) 0078-6051;2025-03-09;3731,67;Bloqueado;False;False;True;False;True;True
487;Samuel Da Conceição;nan;maria-fernandalima@pinto.net;AP;30/05/1949;nan;2025-07-21;2449,55;Bloqueado;False;False;False;False;True;True
488;Sabrina Cardoso;96258431755;rribeiro@gmail.com;PE;27/11/1979;(61) 1388-9777;2025-08-07;2888,57;Ativo;False;True;True;True;True;True
489;Marcelo Souza;67093152406;kamilly04@correia.com;AM;12/05/1978;(81) 2491-8512;2025-02-10;3088,78;Inativo;False;False;True;True;True;True
490;Isabelly Melo;36190825451;anovaes@melo.com;MG;21/05/1959;(31) 8248-6412;2024-12-30;3703,12;Ativo;False;False;True;True;True;True
491;Giovanna Jesus;49162087576;ada-mota@lima.net;MA;19/05/1962;nan;2025-04-05;133,29;Ativo;False;False;False;True;True;True
492;Antônio Jesus;61843925737;fnogueira@da.br;MS;26/03/1990;(21) 6531-2642;2025-07-06;3347,94;Inativo;False;False;True;True;True;True
493;Maria Eduarda Farias;278593;luiz-otavio07@alves.net;CE;06/10/2005;(21) 1937-4838;2025-02-02;4726,98;Ativo;False;False;True;False;True;True
494;Bárbara Farias;20958716340;gabrielamartins@da.com;SP;31/11/1985;(51) 0772-7619;2024-09-23;1171,22;Inativo;False;False;True;True;False;True
495;Alexia Da Mata;91347280588;vicentecarvalho@gmail.com;RJ;24/07/1993;(84) 0288-6753;2025-03-20;2812,22;Bloqueado;False;True;True;True;True;True
496;Ana Julia Rezende;84695710285;vitor-gabrielmendes@hotmail.com;PB;26/07/2005;(21) 7151-5259;2025-07-05;3133,65;Ativo;False;True;True;True;True;True
497;Alícia Nunes;76138029577;rebeca05@ig.com.br;DF;17/01/1994;(71) 1264-3926;2025-07-01;4721,8;Inativo;False;True;True;True;True;True
498;Cauê Nascimento;35024978692;gomesbruna@barros.br;RR;07/01/1953;(21) 1177-7801;2025-03-26;3438,89;Inativo;False;False;True;True;True;True
499;Benício Rezende;38140569224;souzatheo@bol.com.br;BA;12/06/1962;(41) 6369-8943;2024-08-14;2715,94;Ativo;True;True;True;True;True;True
500;Ian Das Neves;72049381603;jaraujo@nunes.com;SP;29/09/1979;(31) 0142-1684;2024-12-04;4666,49;Ativo;False;False;True;True;True;True
501;Júlia Cardoso;84750362956;ysales@bol.com.br;GO;25/12/2003;(61) 2814-4997;2025-08-02;4403,06;Inativo;False;True;True;True;True;True
502;Ana Carolina Campos;70853496110;lramos@da.com;PR;11/01/1996;(61) 2782-5509;2024-08-14;675,1;Ativo;False;False;True;True;True;True
503;Ana Luiza Campos;56730498200;araujomarina@nunes.net;AM;06/11/2000;(21) 4483-0210;2025-06-20;3446,94;Inativo;False;False;True;True;True;True
504;Esther Melo;03725498610;davi-luiz91@da.net;MA;23/07/1989;(51) 3018-6913;2025-05-14;1146,84;Inativo;False;False;True;True;True;True
505;Gustavo Henrique Farias;nan;julia50@melo.net;PR;31/05/1956;(71) 8108-0619;2025-04-01;349,36;Inativo;False;False;True;False;True;True
506;Lucca Almeida;35274061826;jferreira@pereira.br;AP;20/12/1969;nan;2024-08-27;1914,26;Inativo;False;False;False;True;True;True
507;Lucas Gabriel Rocha;36075841253;mendesdavi-luiz@hotmail.com;SP;19/08/2003;nan;2024-12-17;2295,36;Ativo;False;True;False;True;True;True
508;Anthony Araújo;01736295802;eduardo15@ig.com.br;ES;05/08/1980;(84) 9941-0008;2024-11-05;965,45;Inativo;False;True;True;True;True;True
509;Stella Mendes;19385072404;pporto@moraes.br;AL;07/12/2005;nan;2025-02-08;728,35;Bloqueado;False;False;False;True;True;True
510;Ana Lívia Das Neves;49612703507;anthony22@moraes.br;CE;09/06/1964;nan;2025-03-24;2265,41;Ativo;False;False;False;True;True;True
511;João Vitor Da Rosa;46751092849;bruna92@bol.com.br;ES;14/08/1945;[INVÁLIDO] 03009136120;2025-06-12;836,69;Bloqueado;False;True;False;True;True;True
512;Maysa Nunes;15730689420;marinacunha@yahoo.com.br;SE;03/05/1986;(21) 6291-7589;2025-01-13;4749,77;Inativo;False;True;True;True;True;True
513;Ana Beatriz Lopes;nan;imelo@bol.com.br;PB;27/12/1981;[INVÁLIDO] 03009229889;2024-10-10;740,14;Bloqueado;False;True;False;False;True;True
514;Isabella Pinto;57164928355;murilo01@fernandes.org;RS;11/01/1954;(31) 5555-1381;2025-02-14;37,59;Inativo;False;False;True;True;True;True
515;Marcos Vinicius Da Rocha;17548690339;rebecada-luz@ig.com.br;DF;12/04/1998;(71) 8835-4384;2024-12-10;2279,62;Inativo;False;True;True;True;True;True
516;Thales Sales;36927508465;zcardoso@hotmail.com;RS;26/05/1948;(61) 5803-8637;2025-10-10;758,32;Bloqueado;False;True;True;True;True;False
517;Marina Almeida;706174;fporto@farias.com;AC;22/04/1947;nan;2024-09-21;907,68;Bloqueado;False;False;False;False;True;True
518;Sabrina Martins;76039245883;aliciada-paz@ig.com.br;SP;22/10/1991;(50) 0507-5787;2024-09-25;198,48;Inativo;False;True;True;True;True;True
519;Miguel Oliveira;95724081601;gviana@rocha.br;AC;11/08/1970;(51) 7885-3035;2025-07-25;4299,85;Inativo;False;False;True;True;True;True
520;Carlos Eduardo Sales;97082436556;felipe52@uol.com.br;DF;29/08/1970;(71) 9651-1897;2025-04-07;2428,64;Bloqueado;True;True;True;True;True;True
521;Clarice Almeida;31720465916;eduarda72@da.br;PR;09/02/1962;(61) 2956-4208;2025-07-05;4636,98;Bloqueado;False;False;True;True;True;True
522;Ana Beatriz Pereira;07243698131;cda-cruz@moreira.org;AP;19/10/1949;[INVÁLIDO] 09006555157;2025-07-15;27,87;Ativo;False;False;False;True;True;True
523;Amanda Da Conceição;31746905280;wda-paz@teixeira.com;MS;05/05/1960;nan;2024-11-15;4034,1;Ativo;False;False;False;True;True;True
524;Ana Vitória Teixeira;57209846310;monteiroenrico@oliveira.com;RO;01/02/1970;(31) 1009-6324;2025-11-07;3435,46;Inativo;False;False;True;True;True;False
525;Diogo Viana;39276450874;camposbianca@pinto.br;ES;02/10/2003;(41) 4758-2417;2025-03-07;2383,01;Ativo;False;False;True;True;True;True
526;Alice Moraes;41539286746;rebeca21@bol.com.br;AC;17/11/1960;(21) 3604-6492;2024-10-18;3718,07;Bloqueado;False;True;True;True;True;True
527;Maria Nascimento;56271940307;icastro@yahoo.com.br;PB;29/04/1986;(84) 8372-1905;2025-05-12;1780,91;Ativo;False;True;True;True;True;True
528;João Gabriel Ribeiro;nan;maria-alicesilveira@duarte.br;TO;13/03/1966;(41) 0123-8881;2025-02-07;2984,06;Inativo;False;False;True;False;True;True
529;Carlos Eduardo Gomes;533973;mariacaldeira@silva.org;RR;04/07/1987;(71) 0567-0761;2025-02-27;2635,0;Ativo;False;False;True;False;True;True
530;Bárbara Porto;59863041793;sophie72@viana.com;RR;11/11/1949;(71) 5912-0236;2025-04-19;967,25;Inativo;False;False;True;True;True;True
531;Levi Teixeira;17359648246;cardosovitor-gabriel@teixeira.br;ES;07/05/2003;(81) 6590-0613;2025-07-28;680,93;Bloqueado;False;False;True;True;True;True
532;Pedro Henrique Campos;02578631921;stephany10@monteiro.br;MT;07/06/1974;[INVÁLIDO] 09008043033;2024-09-19;1679,78;Ativo;False;False;False;True;True;True
533;Alexandre Rezende;15468397200;alexandre@;SC;12/02/1989;[INVÁLIDO] 03009549054;2025-04-17;1447,11;Bloqueado;False;False;False;True;True;True
534;Alexia Moraes;36902518777;bcastro@yahoo.com.br;MT;31/11/1985;(21) 0029-4458;2025-06-11;1048,76;Inativo;False;True;True;True;False;True
535;Emanuel Da Cruz;91358602786;da-motamatheus@dias.br;AP;22/12/1985;(71) 9263-0700;2025-05-09;2712,07;Ativo;False;False;True;True;True;True
536;Valentina Nascimento;23576104844;lorena62@teixeira.br;PI;24/08/2002;(61) 9863-9543;2024-08-16;2971,93;Bloqueado;False;False;True;True;True;True
537;Isaac Santos;73189564264;ana-luiza93@hotmail.com;RR;28/08/1967;(84) 4849-6685;2025-07-23;3783,6;Inativo;False;True;True;True;True;True
538;Davi Lucas Novaes;nan;aaraujo@carvalho.com;BA;05/04/1963;(84) 0549-8340;2025-06-20;3837,14;Inativo;False;False;True;False;True;True
539;Kamilly Porto;20914568370;oda-rocha@da.com;TO;23/10/1978;(71) 5204-9812;2024-09-12;3948,12;Inativo;False;False;True;True;True;True
540;Nicolas Cardoso;nan;mendesalexandre@ig.com.br;MA;06/12/1963;(11) 2770-3619;2024-08-17;3030,11;Ativo;False;True;True;False;True;True
541;Alana Almeida;90874631203;santosmaria-julia@gmail.com;SP;09/01/1987;(21) 7972-4698;2025-02-10;2960,87;Ativo;False;True;True;True;True;True
542;Emanuel Nogueira;47280563171;gabriel21@porto.com;TO;28/05/1972;(11) 8430-3571;2024-10-01;2188,06;Inativo;False;False;True;True;True;True
543;Emilly Gonçalves;80216537959;eloahsales@souza.br;PI;02/06/2003;(50) 0752-9934;2025-07-18;2325,28;Bloqueado;False;False;True;True;True;True
544;Leonardo Vieira;85267193437;scampos@cardoso.net;GO;16/08/1974;(31) 6226-0511;2024-09-09;1650,49;Bloqueado;False;False;True;True;True;True
545;Carlos Eduardo Barbosa;nan;lara37@aragao.com;PB;07/01/1980;(71) 0199-3850;2025-08-29;750,69;Ativo;False;False;True;False;True;True
546;Sophie Barros;82703469500;sabrina88@hotmail.com;AC;22/04/1986;(11) 7129-9004;2025-01-16;3404,2;Inativo;False;True;True;True;True;True
547;Isabel Das Neves;21478609303;ana-julia63@yahoo.com.br;GO;20/06/1950;(81) 4500-7100;2025-07-24;330,8;Bloqueado;False;True;True;True;True;True
548;Cauê Moreira;nan;mpereira@duarte.org;CE;21/06/1966;(31) 5205-6617;2025-09-02;2169,94;Bloqueado;False;False;True;False;True;True
549;Mirella Da Rocha;56830792410;caldeirayuri@das.com;RN;31/07/1967;(81) 5819-4909;2024-08-25;1935,28;Inativo;False;False;True;True;True;True
550;Gustavo Gomes;54378621053;bruno22@gmail.com;SP;01/01/1958;nan;2025-07-04;2443,77;Inativo;False;True;False;True;True;True
551;Levi Jesus;50147692849;waraujo@correia.br;CE;29/01/1968;(61) 1936-4106;2025-07-08;3123,78;Inativo;False;False;True;True;True;True
552;Vinicius Pinto;94315728004;bernardodas-neves@duarte.br;AM;08/05/1992;(71) 5926-3722;2024-09-23;1199,01;Bloqueado;False;False;True;True;True;True
553;João Guilherme Correia;98725013432;joão@;DF;07/09/1963;(71) 7241-5306;2024-09-17;4809,45;Ativo;False;False;True;True;True;True
554;Vitória Campos;28790143604;maria-eduarda93@uol.com.br;MA;29/05/1960;nan;2025-05-30;460,46;Inativo;False;True;False;True;True;True
555;Fernanda Barros;41825630771;lviana@uol.com.br;MS;24/07/1992;(84) 7326-7059;2025-05-07;2684,47;Ativo;False;True;True;True;True;True
556;Ana Lívia Ferreira;12486305998;goncalvesvitor-hugo@lima.com;BA;25/07/1947;(51) 4442-6078;2024-09-15;195,92;Bloqueado;False;False;True;True;True;True
557;Luana Porto;01753486939;carvalhorafaela@souza.com;AM;14/06/1994;nan;2025-04-04;4048,3;Bloqueado;False;False;False;True;True;True
558;Augusto Ramos;65274813062;amoreira@da.com;PI;07/02/1945;(51) 1197-3290;2024-12-13;1299,64;Bloqueado;False;False;True;True;True;True
559;Sophie Ramos;05498371675;luiz-felipe40@viana.org;SE;15/03/1973;[INVÁLIDO] 09004652860;2025-06-02;2434,89;Bloqueado;False;False;False;True;True;True
560;Noah Peixoto;69423781004;afreitas@santos.com;AP;13/01/1957;(51) 3803-2675;2025-03-08;3856,43;Ativo;False;False;True;True;True;True
561;Letícia Dias;52814376900;barbosaluiz-fernando@ig.com.br;RJ;16/01/1985;(31) 9532-2130;2025-05-15;281,57;Inativo;False;True;True;True;True;True
562;Yuri Da Conceição;04276198585;psilva@silva.net;MT;04/05/1960;(61) 5443-4695;2025-07-09;742,85;Inativo;False;False;True;True;True;True
563;Ana Julia Barbosa;68923705195;kcardoso@yahoo.com.br;PB;01/07/1993;nan;2024-09-30;3194,37;Inativo;False;True;False;True;True;True
564;Bianca Barros;37846109278;joaquim52@azevedo.br;CE;19/08/1998;[INVÁLIDO] 08003574877;2025-03-10;3382,95;Ativo;False;False;False;True;True;True
565;Natália Rodrigues;38245067180;isabelnunes@castro.com;AM;08/02/1964;(51) 3972-8998;2025-03-01;4161,81;Ativo;False;False;True;True;True;True
