ID Cliente,Nome Completo,CPF,E-mail,Estado,Data Nascimento,Telefone,Última Compra,Valor Compra,Status Cliente
407,Kaique da Cruz,580.641.732-80,carvalhomurilo@bol.com.br,AC,16/05/1950,31 1139 6003,2025-09-01,1049.73,Inativo
408,André Rezende,042.367.519-25,andré@,SE,11/08/1982,+55 21 2891-2967,2025-03-24,1382.01,Bloqueado
409,Dra. Sophia Jesus,649.718.250-02,aazevedo@martins.br,SC,22/05/2004,(081) 7058-8087,2025-03-20,1894.12,Ativo
410,Miguel da Paz,524.780.916-58,ysilva@pereira.br,RJ,22/08/1948,0900-786-0190,2024-09-28,844.72,Ativo
411,Sr. Luiz Otávio Nogueira,637.029.158-77,fernandamoreira@gmail.com,RR,19/12/1970,0900-955-9725,2025-08-07,1664.52,Ativo
412,Mariane Pires,371.590.284-14,sophie10@rocha.com,ES,14/10/1998,,2025-05-21,822.42,Bloqueado
413,Ian Mendes,782.143.905-32,apires@aragao.br,AC,10/04/1953,0500 720 3910,2025-06-27,3195.36,Bloqueado
414,Letícia Oliveira,692.081.745-49,lais24@da.net,TO,13/02/1973,0800-878-4790,2025-08-06,2065.62,Ativo
415,Valentina Barbosa,315.482.907-50,mendesbenicio@ig.com.br,ES,10/09/1976,(061) 9417-9632,2025-06-02,2961.17,Ativo
416,Maria Sophia Freitas,648102,leonardo22@fernandes.br,SP,30/05/1945,,2025-01-13,2389.83,Bloqueado
417,Fernanda Alves,408.271.965-20,santossophie@pinto.br,ES,18/08/1951,+55 (021) 3797-4855,2025-01-16,25.98,Bloqueado
418,Stephany Nogueira,794.301.628-96,stephany@,RO,22/05/1958,0900-903-5789,2025-02-25,1918.56,Bloqueado
419,Nicolas Melo,750.193.246-80,maria-fernandacavalcanti@gmail.com,RR,25/03/1948,+55 (071) 5301 4589,2025-03-17,437.41,Bloqueado
420,João Miguel Moura,876.230.491-78,nicoleda-luz@dias.br,TO,18/05/2006,,2025-10-30,3279.64,Bloqueado
421,Alícia Fernandes,346.259.170-34,hgomes@gmail.com,SC,09/08/1977,+55 (084) 5365-3177,2025-03-08,3067.17,Bloqueado
422,Larissa Campos,672.591.084-01,fcaldeira@yahoo.com.br,TO,16/10/1972,+55 (071) 6075-7863,2024-12-21,2896.7,Bloqueado
423,Pedro Henrique Gonçalves,829.074.365-38,francisco82@da.org,PR,21/10/2000,+55 61 0452-1973,2025-07-14,2551.55,Inativo
424,Nicolas Jesus,516.847.293-19,maria-cecilia37@ig.com.br,RJ,10/03/1976,(051) 7328-5327,2024-10-19,2368.91,Bloqueado
425,Stephany Ramos,,ymoraes@correia.com,DF,24/07/1950,61 9290 2128,2025-04-21,3077.55,Bloqueado
426,Dra. Helena Pereira,348.612.059-05,elisarocha@araujo.org,RS,15/01/1984,,2025-05-27,4655.18,Bloqueado
427,Francisco Sales,,larissasantos@uol.com.br,SP,13/03/1971,+55 (061) 2662-1354,2025-10-31,1211.5,Ativo
428,Laís Araújo,,moreirajoao-miguel@gmail.com,AM,21/04/1976,+55 (051) 7809-8610,2025-03-09,96.53,Bloqueado
429,Melissa Rodrigues,,vitoriada-cunha@barbosa.br,AC,22/09/1972,61 2062-6625,2025-04-10,1397.01,Bloqueado
430,Thiago Barbosa,085.396.247-29,thiago@,DF,27/03/1989,61 8457 0015,2025-07-02,1713.03,Ativo
431,Pietra Gonçalves,862.071.495-30,ocunha@yahoo.com.br,AM,12/12/1978,(061) 8380-2500,2025-06-26,3854.44,Inativo
432,Vicente Azevedo,350.498.671-93,qsilveira@gmail.com,Roraima,30/03/1999,,2024-10-30,4971.11,Bloqueado
433,Fernando da Paz,783.415.906-20,barbarasouza@gmail.com,RR,27/05/1996,+55 41 8344 3814,2024-11-11,2006.67,Bloqueado
434,Srta. Giovanna Pinto,,silvagabriel@sales.net,SC,26/02/1966,+55 (011) 5647-3516,2024-12-13,4736.65,Bloqueado
435,Vitor Gabriel Cavalcanti,513.702.869-02,juan23@oliveira.com,RN,01/06/1997,(021) 5904 0560,2025-06-23,4184.95,Inativo
436,Samuel Pereira,136.489.507-20,nviana@cavalcanti.br,MT,22/07/1963,+55 21 3752-5818,2024-08-10,230.47,Inativo
437,Larissa Souza,032.645.187-08,da-cunhaana-luiza@azevedo.br,DF,01/11/1946,21 6116 8785,2025-07-09,2565.45,Inativo
438,Leonardo Viana,862.973.150-86,heloisacavalcanti@ig.com.br,AP,12/11/1997,+55 71 5698-9161,2025-02-07,3437.97,Ativo
439,Sr. Bruno Farias,947.158.302-05,nascimentoelisa@ig.com.br,Tocantins,18/03/1987,41 9439 5955,2024-09-12,1820.78,Inativo
440,Ana Sophia Souza,375.806.291-86,mourahenrique@oliveira.br,MA,15/03/1973,(021) 6002-3191,2025-05-15,3765.93,Inativo
441,Caroline Costela,398.157.042-14,leticia54@da.br,DF,06/11/1987,,2024-12-19,1194.31,Inativo
442,Breno Nascimento,965.841.023-51,maria-fernandasantos@lopes.net,PE,31/11/1985,(041) 7532 1647,2025-05-30,4468.49,Bloqueado
443,Ana Clara Martins,982.531.074-04,qda-conceicao@hotmail.com,RN,30/12/1994,+55 (081) 4727-4343,2024-10-05,318.98,Inativo
444,Fernando Correia,357.246.809-47,ccosta@da.com,RN,12/11/1999,(041) 8593-7121,2025-04-27,118.78,Ativo
445,Sr. Pedro Miguel Freitas,526.934.780-65,correiajuliana@gmail.com,CE,15/10/2005,31 1246-3680,2024-12-29,1638.95,Bloqueado
446,Ana Laura Pereira,976.305.812-03,laissilveira@uol.com.br,PB,02/01/1966,,2025-01-02,4042.43,Inativo
447,Sr. Gustavo Lima,938.527.604-29,qfarias@da.net,ES,12/09/1956,+55 (061) 1935-1912,2024-08-20,3557.96,Bloqueado
448,Caroline da Mata,287.396.541-09,luna99@hotmail.com,PA,07/10/1946,0800 803 3091,2024-11-05,935.75,Ativo
449,Dra. Mariana Ferreira,063.721.548-62,nascimentomaria-fernanda@yahoo.com.br,MS,14/06/1968,41 1655-8927,2024-12-26,4685.23,Inativo
450,Srta. Juliana Carvalho,,larissa14@araujo.net,PR,13/08/1967,(041) 9721-5560,2025-03-17,3281.07,Inativo
451,Ana Cardoso,370.158.926-77,pedro-lucas55@ig.com.br,AP,05/02/1969,,2024-11-21,4304.64,Inativo
452,Bianca da Luz,728.416.930-31,luiza22@gmail.com,SC,27/11/1955,+55 84 2843 2813,2025-02-09,2962.34,Inativo
453,Valentina Azevedo,380.657.214-35,rnascimento@ferreira.com,RJ,09/12/1972,+55 (081) 5923-8300,2025-01-13,4027.44,Inativo
454,Elisa Nunes,854.093.762-00,elisa@,PE,08/04/1957,,2024-09-18,2684.79,Bloqueado
455,Bianca Nascimento,652.480.139-33,bianca@,CE,15/06/1949,(071) 4817-9397,2025-08-17,1880.75,Inativo
456,Davi Lucca Nogueira,490.653.871-10,vitoriarocha@uol.com.br,AC,15/09/1967,(021) 5282 4732,2024-12-01,3134.11,Bloqueado
457,Danilo Dias,319.806.427-96,jaragao@bol.com.br,PE,13/01/1957,+55 (084) 0851 1066,2025-04-12,4270.34,Ativo
458,Danilo Vieira,715.084.623-80,azevedojuan@da.com,PR,08/02/1948,+55 (081) 3625 0539,2025-07-07,4849.19,Ativo
459,Vitor Hugo Oliveira,128.045.936-06,maysadas-neves@carvalho.com,AM,10/03/1963,84 0595-3948,2025-08-06,1722.73,Inativo
460,Vicente Nascimento,461.792.380-22,kpinto@ig.com.br,Amapá,22/03/1973,+55 (011) 2364-5990,2024-09-02,1347.19,Inativo
461,Rafael Almeida,195.634.287-73,lorenzopires@cavalcanti.com,AM,07/03/2005,,2025-07-18,1259.83,Inativo
462,Laura Aragão,241.876.039-13,pedro-miguel08@nascimento.com,RN,19/02/1987,51 0805 4541,2024-10-12,4806.85,Inativo
463,Sr. Otávio Fogaça,480.169.372-50,wda-paz@gmail.com,AM,13/10/1945,71 9323-1603,2025-01-03,279.4,Bloqueado
464,Valentina Nascimento,685.019.472-02,da-cunhanina@cunha.br,MA,04/09/1997,,2024-12-13,64.47,Ativo
465,Milena Sales,243.586.791-37,yasmin39@sales.com,RO,24/03/1988,71 9102 8869,2025-03-20,1705.34,Bloqueado
466,Caio Aragão,958.412.076-01,maria90@cunha.com,PE,21/07/1946,81 8661 0854,2025-08-05,3230.34,Inativo
467,Breno Araújo,628.574.031-35,ana-clarapereira@cunha.com,RN,15/02/1953,+55 (021) 6347 1958,2024-10-12,2198.75,Inativo
468,Srta. Bárbara Alves,741.089.563-20,xmoura@bol.com.br,PE,02/07/2004,+55 84 9679 0324,2025-04-04,4305.59,Ativo
469,Bruna Moreira,872.435.016-80,calebecaldeira@yahoo.com.br,TO,31/11/1985,+55 21 6987 3197,2025-06-27,943.96,Ativo
470,Emanuella Moraes,264.795.081-49,leticialima@yahoo.com.br,RN,30/06/1998,+55 11 8785-4179,2024-09-16,3422.46,Bloqueado
471,Samuel Nascimento,896.012.457-58,tgoncalves@yahoo.com.br,PI,26/02/1973,,2025-05-26,909.62,Ativo
472,Dra. Ana Júlia Castro,269.817.534-64,scardoso@nascimento.com,MT,09/06/1960,+55 11 0623-8385,2024-11-30,1294.57,Inativo
473,Vitória Gomes,318877,caldeiraguilherme@jesus.com,PA,13/02/1948,(071) 0306-2178,2024-09-20,1817.41,Bloqueado
474,Ana Vitória Rocha,890.456.173-66,ana-laura90@da.br,PR,23/05/1951,,2025-03-31,1533.44,Ativo
475,Eduarda Dias,,jribeiro@bol.com.br,PB,10/06/1988,+55 (041) 6613-3694,2025-01-30,3134.12,Ativo
476,Eloah da Conceição,176.350.924-99,icavalcanti@cardoso.br,TO,07/05/1952,+55 (041) 2700-5294,2025-01-11,538.43,Ativo
477,Emanuel Pinto,067.941.238-78,ana-livia73@fogaca.br,AP,24/04/1964,+55 51 5882 4036,2025-01-19,4984.31,Inativo
478,Sabrina Araújo,024.685.139-24,da-cunhacarlos-eduardo@da.org,DF,21/07/1989,0300-376-6099,2024-09-15,3728.0,Inativo
479,Dr. Miguel Aragão,172.089.654-20,ana-sophia34@lima.br,RR,12/08/1945,+55 (071) 8451 5648,2024-09-13,1523.17,Inativo
480,Maria Cecília da Cunha,401.962.537-99,vfogaca@aragao.com,BA,09/10/1953,(051) 2608-0420,2025-05-24,2861.93,Bloqueado
481,Isaac da Rosa,,oaraujo@goncalves.com,GO,14/04/1978,84 8766-5188,2024-11-21,4059.15,Ativo
482,Kevin Porto,609.823.175-30,camilarodrigues@pereira.com,RN,30/12/1966,51 3941 3449,2025-05-18,3520.18,Ativo
483,Julia Almeida,150.742.839-14,rpinto@gmail.com,MT,06/05/1946,+55 (041) 0169 9832,2025-04-24,4089.37,Inativo
484,Fernanda Martins,785.901.423-88,vianadaniela@yahoo.com.br,RO,24/11/1973,+55 51 4288 6212,2024-08-29,289.56,Bloqueado
485,THEO BARROS,891.054.673-57,pjesus@uol.com.br,PE,20/07/1960,+55 31 3212 3128,2025-04-08,2239.17,Bloqueado
486,Bárbara Cardoso,,meloana-vitoria@cardoso.com,MS,23/04/2006,51 0078 6051,2025-03-09,3731.67,Bloqueado
487,Samuel da Conceição,,maria-fernandalima@pinto.net,AP,30/05/1949,,2025-07-21,2449.55,Bloqueado
488,Sabrina Cardoso,962.584.317-55,rribeiro@gmail.com,PE,27/11/1979,(061) 1388 9777,2025-08-07,2888.57,Ativo
489,Marcelo Souza,670.931.524-06,kamilly04@correia.com,AM,12/05/1978,+55 (081) 2491-8512,2025-02-10,3088.78,Inativo
490,Dra. Isabelly Melo,361.908.254-51,anovaes@melo.com,MG,21/05/1959,31 8248-6412,2024-12-30,3703.12,Ativo
491,Giovanna Jesus,491.620.875-76,ada-mota@lima.net,Maranhão,19/05/1962,,2025-04-05,133.29,Ativo
492,Antônio Jesus,618.439.257-37,fnogueira@da.br,MS,26/03/1990,+55 (021) 6531 2642,2025-07-06,3347.94,Inativo
493,Maria Eduarda Farias,278593,luiz-otavio07@alves.net,CE,06/10/2005,21 1937-4838,2025-02-02,4726.98,Ativo
494,Dra. Bárbara Farias,209.587.163-40,gabrielamartins@da.com,SP,31/11/1985,+55 (051) 0772-7619,2024-09-23,1171.22,Inativo
495,Alexia da Mata,913.472.805-88,vicentecarvalho@gmail.com,RJ,24/07/1993,+55 84 0288-6753,2025-03-20,2812.22,Bloqueado
496,ANA JULIA REZENDE,846.957.102-85,vitor-gabrielmendes@hotmail.com,PB,26/07/2005,(021) 7151 5259,2025-07-05,3133.65,Ativo
497,Alícia Nunes,761.380.295-77,rebeca05@ig.com.br,DF,17/01/1994,+55 (071) 1264 3926,2025-07-01,4721.8,Inativo
498,Cauê Nascimento,350.249.786-92,gomesbruna@barros.br,RR,07/01/1953,21 1177 7801,2025-03-26,3438.89,Inativo
499,Sr. Benício Rezende,381.405.692-24,souzatheo@bol.com.br,BA,12/06/1962,(041) 6369-8943,2024-08-14,2715.94,Ativo
500,Ian das Neves,720.493.816-03,jaraujo@nunes.com,SP,29/09/1979,+55 31 0142 1684,2024-12-04,4666.49,Ativo
501,Júlia Cardoso,847.503.629-56,ysales@bol.com.br,GO,25/12/2003,(061) 2814-4997,2025-08-02,4403.06,Inativo
502,Ana Carolina Campos,708.534.961-10,lramos@da.com,PR,11/01/1996,+55 61 2782 5509,2024-08-14,675.1,Ativo
503,Srta. Ana Luiza Campos,567.304.982-00,araujomarina@nunes.net,AM,06/11/2000,+55 (021) 4483 0210,2025-06-20,3446.94,Inativo
504,Esther Melo,037.254.986-10,davi-luiz91@da.net,MA,23/07/1989,+55 51 3018 6913,2025-05-14,1146.84,Inativo
505,Gustavo Henrique Farias,,julia50@melo.net,PR,31/05/1956,71 8108-0619,2025-04-01,349.36,Inativo
506,Lucca Almeida,352.740.618-26,jferreira@pereira.br,AP,20/12/1969,,2024-08-27,1914.26,Inativo
507,Lucas Gabriel Rocha,360.758.412-53,mendesdavi-luiz@hotmail.com,SP,19/08/2003,,2024-12-17,2295.36,Ativo
508,Anthony Araújo,017.362.958-02,eduardo15@ig.com.br,Espírito Santo,05/08/1980,+55 84 9941 0008,2024-11-05,965.45,Inativo
509,Srta. Stella Mendes,193.850.724-04,pporto@moraes.br,AL,07/12/2005,,2025-02-08,728.35,Bloqueado
510,Ana Lívia das Neves,496.127.035-07,anthony22@moraes.br,CE,09/06/1964,,2025-03-24,2265.41,Ativo
511,João Vitor da Rosa,467.510.928-49,bruna92@bol.com.br,ES,14/08/1945,0300-913-6120,2025-06-12,836.69,Bloqueado
512,Dra. Maysa Nunes,157.306.894-20,marinacunha@yahoo.com.br,SE,03/05/1986,21 6291-7589,2025-01-13,4749.77,Inativo
513,Ana Beatriz Lopes,,imelo@bol.com.br,PB,27/12/1981,0300-922-9889,2024-10-10,740.14,Bloqueado
514,Isabella Pinto,571.649.283-55,murilo01@fernandes.org,RS,11/01/1954,+55 31 5555-1381,2025-02-14,37.59,Inativo
515,MARCOS VINICIUS DA ROCHA,175.486.903-39,rebecada-luz@ig.com.br,DF,12/04/1998,71 8835 4384,2024-12-10,2279.62,Inativo
516,Thales Sales,369.275.084-65,zcardoso@hotmail.com,RS,26/05/1948,+55 61 5803-8637,2025-10-10,758.32,Bloqueado
517,Marina Almeida,706174,fporto@farias.com,AC,22/04/1947,,2024-09-21,907.68,Bloqueado
518,Sabrina Martins,760.392.458-83,aliciada-paz@ig.com.br,SP,22/10/1991,0500 507 5787,2024-09-25,198.48,Inativo
519,Miguel Oliveira,957.240.816-01,gviana@rocha.br,AC,11/08/1970,+55 51 7885 3035,2025-07-25,4299.85,Inativo
520,Dr. Carlos Eduardo Sales,970.824.365-56,felipe52@uol.com.br,DF,29/08/1970,71 9651 1897,2025-04-07,2428.64,Bloqueado
521,Clarice Almeida,317.204.659-16,eduarda72@da.br,PR,09/02/1962,61 2956 4208,2025-07-05,4636.98,Bloqueado
522,Ana Beatriz Pereira,072.436.981-31,cda-cruz@moreira.org,AP,19/10/1949,0900-655-5157,2025-07-15,27.87,Ativo
523,Amanda da Conceição,317.469.052-80,wda-paz@teixeira.com,MS,05/05/1960,,2024-11-15,4034.1,Ativo
524,ANA VITÓRIA TEIXEIRA,572.098.463-10,monteiroenrico@oliveira.com,RO,01/02/1970,+55 31 1009-6324,2025-11-07,3435.46,Inativo
525,Diogo Viana,392.764.508-74,camposbianca@pinto.br,ES,02/10/2003,(041) 4758-2417,2025-03-07,2383.01,Ativo
526,Alice Moraes,415.392.867-46,rebeca21@bol.com.br,AC,17/11/1960,(021) 3604 6492,2024-10-18,3718.07,Bloqueado
527,Maria Nascimento,562.719.403-07,icastro@yahoo.com.br,PB,29/04/1986,(084) 8372 1905,2025-05-12,1780.91,Ativo
528,João Gabriel Ribeiro,,maria-alicesilveira@duarte.br,TO,13/03/1966,(041) 0123 8881,2025-02-07,2984.06,Inativo
529,Carlos Eduardo Gomes,533973,mariacaldeira@silva.org,RR,04/07/1987,71 0567-0761,2025-02-27,2635.0,Ativo
530,Bárbara Porto,598.630.417-93,sophie72@viana.com,RR,11/11/1949,+55 (071) 5912 0236,2025-04-19,967.25,Inativo
531,Levi Teixeira,173.596.482-46,cardosovitor-gabriel@teixeira.br,ES,07/05/2003,+55 81 6590-0613,2025-07-28,680.93,Bloqueado
532,PEDRO HENRIQUE CAMPOS,025.786.319-21,stephany10@monteiro.br,MT,07/06/1974,0900 804 3033,2024-09-19,1679.78,Ativo
533,Alexandre Rezende,154.683.972-00,alexandre@,SC,12/02/1989,0300 954 9054,2025-04-17,1447.11,Bloqueado
534,Srta. Alexia Moraes,369.025.187-77,bcastro@yahoo.com.br,MT,31/11/1985,(021) 0029 4458,2025-06-11,1048.76,Inativo
535,Emanuel da Cruz,913.586.027-86,da-motamatheus@dias.br,AP,22/12/1985,(071) 9263-0700,2025-05-09,2712.07,Ativo
536,Valentina Nascimento,235.761.048-44,lorena62@teixeira.br,PI,24/08/2002,61 9863 9543,2024-08-16,2971.93,Bloqueado
537,Isaac Santos,731.895.642-64,ana-luiza93@hotmail.com,RR,28/08/1967,+55 84 4849 6685,2025-07-23,3783.6,Inativo
538,Davi Lucas Novaes,,aaraujo@carvalho.com,BA,05/04/1963,+55 84 0549-8340,2025-06-20,3837.14,Inativo
539,Kamilly Porto,209.145.683-70,oda-rocha@da.com,TO,23/10/1978,+55 (071) 5204-9812,2024-09-12,3948.12,Inativo
540,Nicolas Cardoso,,mendesalexandre@ig.com.br,MA,06/12/1963,+55 (011) 2770-3619,2024-08-17,3030.11,Ativo
541,Dra. Alana Almeida,908.746.312-03,santosmaria-julia@gmail.com,SP,09/01/1987,+55 21 7972 4698,2025-02-10,2960.87,Ativo
542,Dr. Emanuel Nogueira,472.805.631-71,gabriel21@porto.com,TO,28/05/1972,(011) 8430-3571,2024-10-01,2188.06,Inativo
543,Emilly Gonçalves,802.165.379-59,eloahsales@souza.br,PI,02/06/2003,0500 752 9934,2025-07-18,2325.28,Bloqueado
544,Leonardo Vieira,852.671.934-37,scampos@cardoso.net,GO,16/08/1974,+55 31 6226 0511,2024-09-09,1650.49,Bloqueado
545,Carlos Eduardo Barbosa,,lara37@aragao.com,PB,07/01/1980,+55 71 0199 3850,2025-08-29,750.69,Ativo
546,Sophie Barros,827.034.695-00,sabrina88@hotmail.com,AC,22/04/1986,+55 11 7129 9004,2025-01-16,3404.2,Inativo
547,Isabel das Neves,214.786.093-03,ana-julia63@yahoo.com.br,GO,20/06/1950,81 4500 7100,2025-07-24,330.8,Bloqueado
548,Cauê Moreira,,mpereira@duarte.org,CE,21/06/1966,31 5205-6617,2025-09-02,2169.94,Bloqueado
549,Sra. Mirella da Rocha,568.307.924-10,caldeirayuri@das.com,RN,31/07/1967,81 5819-4909,2024-08-25,1935.28,Inativo
550,Gustavo Gomes,543.786.210-53,bruno22@gmail.com,SP,01/01/1958,,2025-07-04,2443.77,Inativo
551,Dr. Levi Jesus,501.476.928-49,waraujo@correia.br,CE,29/01/1968,+55 (061) 1936 4106,2025-07-08,3123.78,Inativo
552,Vinicius Pinto,943.157.280-04,bernardodas-neves@duarte.br,AM,08/05/1992,+55 (071) 5926 3722,2024-09-23,1199.01,Bloqueado
553,João Guilherme Correia,987.250.134-32,joão@,Distrito Federal,07/09/1963,+55 (071) 7241 5306,2024-09-17,4809.45,Ativo
554,Vitória Campos,287.901.436-04,maria-eduarda93@uol.com.br,MA,29/05/1960,,2025-05-30,460.46,Inativo
555,Fernanda Barros,418.256.307-71,lviana@uol.com.br,MS,24/07/1992,84 7326-7059,2025-05-07,2684.47,Ativo
556,Ana Lívia Ferreira,124.863.059-98,goncalvesvitor-hugo@lima.com,BA,25/07/1947,51 4442 6078,2024-09-15,195.92,Bloqueado
557,Dra. Luana Porto,017.534.869-39,carvalhorafaela@souza.com,AM,14/06/1994,,2025-04-04,4048.3,Bloqueado
558,AUGUSTO RAMOS,652.748.130-62,amoreira@da.com,PI,07/02/1945,+55 (051) 1197-3290,2024-12-13,1299.64,Bloqueado
559,Dra. Sophie Ramos,054.983.716-75,luiz-felipe40@viana.org,SE,15/03/1973,0900 465 2860,2025-06-02,2434.89,Bloqueado
560,Noah Peixoto,694.237.810-04,afreitas@santos.com,AP,13/01/1957,+55 (051) 3803-2675,2025-03-08,3856.43,Ativo
561,Letícia Dias,528.143.769-00,barbosaluiz-fernando@ig.com.br,RJ,16/01/1985,+55 31 9532 2130,2025-05-15,281.57,Inativo
562,Yuri da Conceição,042.761.985-85,psilva@silva.net,MT,04/05/1960,+55 (061) 5443 4695,2025-07-09,742.85,Inativo
563,ANA JULIA BARBOSA,689.237.051-95,kcardoso@yahoo.com.br,PB,01/07/1993,,2024-09-30,3194.37,Inativo
564,Bianca Barros,378.461.092-78,joaquim52@azevedo.br,CE,19/08/1998,0800-357-4877,2025-03-10,3382.95,Ativo
565,Natália Rodrigues,382.450.671-80,isabelnunes@castro.com,AM,08/02/1964,+55 51 3972 8998,2025-03-01,4161.81,Ativo
566,João Vitor da Paz,806.145.279-02,theoramos@yahoo.com.br,PA,08/10/2000,,2024-09-11,303.27,Bloqueado
567,Ana Júlia da Conceição,580.926.731-95,kdias@gmail.com,GO,22/10/1956,11 9910 1975,2025-04-27,3288.85,Bloqueado
568,Valentina Pinto,568.143.072-35,tdas-neves@nunes.br,RS,14/07/1962,11 4386 1065,2025-02-23,4615.02,Inativo
569,João Miguel Duarte,524.910.863-60,caiofreitas@da.br,PE,26/05/2005,0900-303-4319,2025-06-08,1955.18,Ativo
570,Juliana Silva,176.504.392-16,plima@bol.com.br,MG,11/03/1983,0500-826-8435,2024-09-12,559.98,Bloqueado
571,João Miguel da Mota,765.923.408-00,mariaoliveira@ig.com.br,MT,13/01/1985,,2025-02-02,1267.97,Inativo
572,MARCOS VINICIUS FERNANDES,470.518.926-49,marcos@,Roraima,08/04/1953,+55 71 3803 3310,2025-07-31,1968.83,Ativo
573,Sr. Danilo Alves,456.031.798-48,sporto@da.net,AP,14/11/1976,51 2171 1461,2025-04-17,36.47,Bloqueado
574,Ana Sophia Mendes,945.382.607-38,lucas31@yahoo.com.br,RJ,04/08/1953,+55 11 1995 8842,2025-03-04,4794.94,Ativo
575,Samuel Peixoto,759.284.130-41,ssantos@ramos.com,AP,31/03/1948,+55 51 0561 8241,2024-09-23,4838.21,Bloqueado
576,Alana da Luz,278.043.159-88,antonio56@cardoso.com,TO,13/02/1959,+55 51 4265 4256,2024-12-03,716.92,Ativo
577,SRTA. EMANUELLA CASTRO,702.461.859-02,danielaalves@yahoo.com.br,AL,29/06/1974,+55 (071) 3061-4905,2024-10-04,4062.65,Ativo
578,JOÃO PEDRO DA LUZ,,da-rosabruno@costela.net,Mato Grosso,13/05/1956,(011) 5931 2324,2025-01-05,2302.68,Bloqueado
579,João Felipe Almeida,723.504.918-97,gabrielcardoso@hotmail.com,RN,07/08/1953,+55 71 7123 5884,2025-10-21,4537.75,Bloqueado
580,BÁRBARA GONÇALVES,743.825.690-10,gomesvicente@hotmail.com,Alagoas,22/02/1963,+55 (021) 3281-1156,2025-02-15,870.03,Bloqueado
581,Ana Laura Farias,643.810.972-03,diogolopes@gomes.net,AM,12/03/1981,+55 21 5074 0413,2024-12-10,4182.76,Bloqueado
582,Juliana da Rosa,840.265.739-74,julianamendes@bol.com.br,AM,15/09/1953,(051) 4778-4778,2025-01-05,2973.56,Inativo
583,Sr. Felipe Moreira,389.675.240-56,rodrigo34@da.com,GO,03/11/1953,0500 434 7019,2024-08-28,684.19,Bloqueado
584,Srta. Olivia Pereira,610622,luiz-miguelda-rosa@cardoso.com,Sergipe,25/08/1989,0300-414-7619,2025-02-14,1432.98,Bloqueado
585,Srta. Julia Mendes,072.139.458-23,amanda05@almeida.org,AC,09/04/1996,+55 61 9158 1284,2024-09-30,3060.48,Ativo
586,Olivia Moura,345.829.160-15,souzamurilo@yahoo.com.br,SE,10/12/1978,+55 41 6014-7946,2024-12-18,975.68,Bloqueado
587,Dra. Emanuella Cardoso,910.437.562-99,nascimentojoao-lucas@gomes.br,PA,03/05/1971,+55 31 4892-1140,2025-01-26,284.28,Ativo
588,Sr. Levi das Neves,273.056.491-80,aragaoalice@da.net,AL,23/03/1998,,2024-11-10,1439.62,Inativo
589,Pedro Henrique Vieira,271.643.508-17,maria-fernanda54@da.com,RO,02/11/1990,61 3695 4937,2025-05-03,164.74,Bloqueado
590,Murilo Silveira,961.058.724-02,klopes@ig.com.br,RO,30/07/1979,(061) 8269-7662,2025-07-23,3899.3,Inativo
591,Emanuel Mendes,562.910.738-03,nogueirayago@da.br,MA,02/05/1999,+55 31 8893-2700,2024-12-26,2190.61,Ativo
592,Marina da Luz,064.132.785-44,alexandre91@silveira.org,SC,06/03/1971,41 0839-8378,2024-12-06,653.51,Bloqueado
593,Emanuella Barros,274.586.310-07,lucasmoura@fernandes.com,PA,14/01/1955,+55 11 1645-5629,2025-01-20,800.8,Bloqueado
594,Guilherme Moraes,785.439.026-65,vianaisabelly@gmail.com,PB,28/04/1950,+55 (051) 8902 7712,2025-03-21,1097.88,Inativo
595,Rafael da Mota,186.035.297-95,ana-luiza44@goncalves.org,CE,06/11/1975,11 9937 7805,2024-10-05,2967.02,Ativo
596,Eduarda Mendes,791.482.605-76,eduarda@,PR,22/01/1945,+55 71 1210-0267,2025-03-02,1983.71,Bloqueado
597,Dra. Bárbara Costela,179.348.025-79,nathanda-costa@campos.org,Distrito Federal,22/07/1974,+55 (041) 2403-5641,2024-10-26,1493.04,Bloqueado
598,Dra. Maria Vitória Melo,,isabelbarbosa@lima.br,AM,09/04/1971,21 9184-0613,2024-08-21,4882.58,Inativo
599,Amanda Freitas,946.820.753-65,ceciliafarias@uol.com.br,RO,02/06/1978,(031) 3651 2830,2025-06-04,372.08,Bloqueado
600,Catarina da Mata,,epeixoto@costa.br,RJ,06/05/1973,+55 (041) 9879-0273,2025-05-04,3942.71,Ativo
601,Vitor Hugo Campos,573.091.846-10,ana-laura14@ig.com.br,RO,21/04/1983,,2024-12-23,2337.46,Ativo
602,Gustavo Henrique Dias,254.960.871-20,cavalcantierick@costela.com,MS,10/10/2005,0500-857-7360,2025-05-14,585.52,Inativo
603,Thales da Rosa,729.360.184-04,salesjoao-guilherme@yahoo.com.br,MT,25/02/1957,+55 (084) 9610 3924,2025-06-14,2527.76,Inativo
604,Ana Carolina Castro,,nascimentobruno@da.com,RR,17/09/2000,,2024-12-01,3397.98,Bloqueado
605,Carlos Eduardo Monteiro,350.814.629-42,luanada-rosa@ig.com.br,MG,24/09/1948,0300 178 7018,2025-06-26,4422.22,Ativo
606,Mariane Costa,104.592.367-25,bernardo77@peixoto.com,MT,23/03/1962,+55 (051) 0300 4159,2024-10-02,4377.47,Bloqueado
607,Ana Beatriz Freitas,,marcelacardoso@gmail.com,CE,25/10/1990,+55 (051) 9237-6478,2024-10-10,3693.79,Ativo
